Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website,URLPositivo,NellaHomepage,Significativo,EsitoRichiesta,CodiceRisposta
CONCERIA GARDENIA S.R.L. - IN LIQUIDAZIONE,1397230440.0,151100.0,Fermo,Marche,www.gevopel.com,,,,SUCCESSO,200.0
MOALTO SRL,1643190430.0,152010.0,Macerata,Marche,www.moalto.com,,,,SUCCESSO,200.0
AVANBLANC S.R.L.,1869590479.0,151209.0,Pistoia,Toscana,www.avanblanc.com,,,,SUCCESSO,200.0
LA L+SAC SRL,2778180188.0,151209.0,Pavia,Lombardia,www.lalusac.it,,,,SUCCESSO,200.0
CONCERIA GUANACO S.R.L.,245270509.0,151100.0,Pisa,Toscana,http://www.guanaco.it,,,,SUCCESSO,200.0
LABORATORIO CAVALLACCIO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,4624360618.0,152010.0,Caserta,Campania,laboratoriocavallaccio.it,,,,SUCCESSO,200.0
GODI MODA S.R.L.,1971170236.0,151209.0,Verona,Veneto,valeriagodi.com,,,,SUCCESSO,200.0
BYOTERI S.R.L.,2347980514.0,152010.0,Arezzo,Toscana,alessandroteri.com,,,,SUCCESSO,404.0
ERREDIGI - SOCIETA' A RESPONSABILITA' LIMITATA,1421490432.0,151209.0,Macerata,Marche,www.marchionnicollezioni.it,,,,SUCCESSO,403.0
POKER S.R.L.,3280590724.0,152010.0,Barletta-Andria-Trani,Puglia,www.poker-shoes.it,,,,TIMEOUT,
EDOARDO & LORENZO - S.R.L.,4858390489.0,152010.0,Firenze,Toscana,www.edoardoelorenzo.it,,,,ERRORE,
VEXELL S.R.L.,191820265.0,152010.0,Treviso,Veneto,vendramini.it,,,,SUCCESSO,200.0
VICO LAB SRL,2334980444.0,152000.0,Ascoli Piceno,Marche,www.v-design.it,,,,SUCCESSO,200.0
LURA SRL,2027470430.0,151209.0,Macerata,Marche,www.luraworld.com,,,,SUCCESSO,200.0
AP LAB S.R.L. SEMPLIFICATA,6673480486.0,151209.0,Firenze,Toscana,www.manifatturefirenze.it,,,,SUCCESSO,200.0
PELLETTERIE S.I.M. SOCIETA' A RESPONSABILITA' LIMITATA,6384710486.0,151209.0,Firenze,Toscana,www.pelletteriesim.it,,,,ERRORE,
TECNO.CO.INN. S.R.L.,2988420648.0,151100.0,Avellino,Campania,tecnocoinn.it,,,,SUCCESSO,503.0
CONCERIA IRPEL S.R.L.,507680643.0,151100.0,Avellino,Campania,www.irpel.it,,,,SUCCESSO,200.0
NUOVA CENTAURO S.R.L. - IN LIQUIDAZIONE,998620447.0,152010.0,Fermo,Marche,www.albertoguardiani.com,,,,SUCCESSO,200.0
TACCHIFICIO FIDIA S.R.L. IN LIQUIDAZIONE,113750509.0,152000.0,Pisa,Toscana,www.tacchificiofidia.it,,,,ERRORE,
REYTEL S.R.L.,4877180820.0,151209.0,Palermo,Sicilia,www.vitussi.com,,,,TIMEOUT,
POLVIT BAGS S.R.L.S.,9846791219.0,151209.0,Napoli,Campania,www.baggeans.com,,,,SUCCESSO,200.0
MITICA S.R.L.,1439830280.0,152010.0,Padova,Veneto,http://www.miticashoes.com,,,,TIMEOUT,
SCHEDONI LUXURY GOODS SRL,3793410360.0,151209.0,Modena,Emilia-Romagna,schedoni.com,,,,SUCCESSO,200.0
DARRELL COMPANY S.R.L.,4923900288.0,152010.0,Venezia,Veneto,www.beeworkers.it,,,,ERRORE,
MARIGROUP S.R.L.,1556740502.0,151209.0,Pisa,Toscana,www.kontessaccessori.it,,,,ERRORE,
PUGNETTI PARMA S.R.L.,2951600341.0,151209.0,Parma,Emilia-Romagna,pugnettiparmabags.com,,,,SUCCESSO,200.0
DZOYE' S.R.L.,9001130963.0,152010.0,Milano,Lombardia,dzoye.com,,,,SUCCESSO,200.0
B & B S.R.L.,3633700244.0,151100.0,Vicenza,Veneto,www.salutebenessere.vi.it,,,,SUCCESSO,200.0
SMART MATERIALS S.R.L.,2471380200.0,151100.0,Padova,Veneto,www.smartmaterials.it,,,,SUCCESSO,200.0
DISIX S.R.L.,12636620010.0,151209.0,Torino,Piemonte,disix.it,,,,SUCCESSO,200.0
FDL S.R.L.,7106470482.0,152010.0,Firenze,Toscana,www.fdl-global.com,,,,SUCCESSO,404.0
FIDELIO S.R.L.,2662340039.0,151209.0,Novara,Piemonte,www.fideliodog.it,,,,SUCCESSO,200.0
OL JIMMY SHOES SOCIETA' A RESPONSABILITA' LIMITATA A CAPITALE RIDOTTO,4593460266.0,152010.0,Treviso,Veneto,oljimmy.shop,,,,SUCCESSO,200.0
NIMA S.R.L.,4323920985.0,151209.0,Brescia,Lombardia,www.pelletteriag4.com,,,,SUCCESSO,200.0
SALVATORE PISANO S.P.A.,1486940610.0,152010.0,Caserta,Campania,www.pisanospa.com,,,,ERRORE,
CLUTCH-E BAG S.R.L.,3691760544.0,151209.0,Perugia,Umbria,www.clutchebag.com,,,,SUCCESSO,200.0
BALDUCCI S.P.A. IN LIQUIDAZIONE,87730479.0,152010.0,Pistoia,Toscana,www.balducci.it,,,,SUCCESSO,200.0
NEW SPIDERSTRAPS S.R.L.,3693340923.0,151100.0,Cagliari,Sardegna,spiderstraps.com,,,,SUCCESSO,200.0
VETERE STYLE - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2783150812.0,151209.0,Trapani,Sicilia,www.veterestyle.it,,,,SUCCESSO,404.0
REVENGE S.R.L.,7029330482.0,151209.0,Firenze,Toscana,borserevenge.it,,,,ERRORE,
NOTHINK S.R.L.,4608640167.0,152010.0,Bergamo,Lombardia,nothinkshoes.com,,,,SUCCESSO,200.0
WORLDING S.R.L.,1637320555.0,151209.0,Terni,Umbria,www.mykap.it,,,,SUCCESSO,200.0
LIGIAN S.R.L.,898600507.0,152020.0,Pisa,Toscana,www.ligian.it,,,,SUCCESSO,200.0
CALZATURIFICIO FARFALLA S.R.L.,143650463.0,152000.0,Lucca,Toscana,sicurezza postale,,,,ERRORE,
TRADINNOVAZIONE S.R.L.,4419790235.0,152010.0,Verona,Veneto,www.tradinnovazione.it,,,,SUCCESSO,401.0
VERA PELLAMI S.R.L.,2299480240.0,151100.0,Vicenza,Veneto,www.verapellami.it,,,,SUCCESSO,200.0
CONCERIA MORETTI SOCIETA' A RESPONSABILITA' LIMITATA,1269030563.0,151100.0,Viterbo,Lazio,www.expoleathers.com,,,,SUCCESSO,200.0
NUOVA SALUTE E BENESSERE S.R.L,4641500238.0,151209.0,Verona,Veneto,www.nuovasalutebenessere.it,,,,SUCCESSO,200.0
STILMAN FOOTWEAR S.R.L. IN LIQUIDAZIONE,2488820230.0,152010.0,Verona,Veneto,www.stilman.it,,,,ERRORE,
LUNA ROSSA LEATHERS SRL,4435410248.0,151100.0,Vicenza,Veneto,www.lunarossaleathers.com,,,,SUCCESSO,200.0
FRANCO E FIGLI S.R.L. - IN LIQUIDAZIONE,3136170242.0,151100.0,Vicenza,Veneto,www.francoefigli.com,,,,SUCCESSO,200.0
CONCERIA AMBRA S.R.L.- IN LIQUIDAZIONE - IN CONCORDATO PREVENTIVO,1824330243.0,151100.0,Vicenza,Veneto,ambraleather.com,,,,ERRORE,
CONCERIA TIGRE S.R.L. - IN LIQUIDAZIONE - - IN CONCORDATO PREVENTIVO -,282340249.0,151100.0,Vicenza,Veneto,www.conceriatigre.com,,,,ERRORE,
STANDER BAGS S.R.L.,4460070271.0,151209.0,Venezia,Veneto,www.standerbags.com,,,,SUCCESSO,200.0
VALIGERIA ALEX SRL,2160330128.0,151200.0,Varese,Lombardia,www.valigeria-alex.com,,,,ERRORE,
DIA 1 S.R.L. IN LIQUIDAZIONE,323160267.0,152010.0,Treviso,Veneto,www.diadora.it,,,,SUCCESSO,200.0
DIELLE MANIFATTURE S.R.L.,654930676.0,151200.0,Teramo,Abruzzo,www.diellemanifatture.it,,,,SUCCESSO,200.0
SELENA NEI LUX S.R.L.,3322150735.0,151209.0,Taranto,Puglia,www.selenaneilux.com,,,,SUCCESSO,200.0
DYNAMIC CLEATS SRL,15874151002.0,152010.0,Roma,Lazio,dynamic-cleats.it,,,,SUCCESSO,200.0
AVIA SOCIETA' A RESPONSABILITA' LIMITATA,12623131005.0,151209.0,Roma,Lazio,www.aviasrl.it,,,,ERRORE,
CALZATURIFICIO BOBO SHOES S.R.L. --- IN LIQUIDAZIONE ---,1232210474.0,152010.0,Pistoia,Toscana,www.carli1937.it,,,,SUCCESSO,200.0
SEBASTIAN S.R.L.,3023910346.0,152010.0,Parma,Emilia-Romagna,www.sebastianmilano.com,,,,SUCCESSO,200.0
ZINGONI COUNTERS FOR FOOTWEAR SOCIETA' A RESPONSABILITA' LIMITATA,2389590502.0,152020.0,Pisa,Toscana,www.zingonicounters.com,,,,TIMEOUT,
SKIN TEX SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2365550504.0,151100.0,Pisa,Toscana,www.bluehides.com,,,,ERRORE,
CONCERIA R.C.M. - S.R.L. IN LIQUIDAZIONE,443030481.0,151100.0,Pisa,Toscana,www.conceriarcm.it,,,,TIMEOUT,
FLACCO S.R.L.,2057030500.0,151100.0,Pisa,Toscana,www.lissatriceflacco.com,,,,ERRORE,
SUOLIFICIO TUTTOCUOIO S.R.L.,216340505.0,152020.0,Pisa,Toscana,www.tuttocuoio.it,,,,TIMEOUT,
EASY SHOES S.R.L.,3623930546.0,152010.0,Perugia,Umbria,easy-shoes.it,,,,SUCCESSO,200.0
CALZATURIFICIO MARIPE' S.R.L.,773320270.0,152010.0,Padova,Veneto,maripe.com,,,,SUCCESSO,200.0
MAURO PRODUZIONE PELLETTERIE S.R.L.,9022731211.0,151209.0,Napoli,Campania,mauro-produzione-pelletterie-srl-09022731211.quantofattura.com,,,,SUCCESSO,503.0
MENTI E TALENTI SRL,3637790365.0,152010.0,Modena,Emilia-Romagna,www.mentietalenti.it,,,,ERRORE,
"DEMILAN.IT S.R.L. START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015, N. 3",10328980965.0,151209.0,Milano,Lombardia,robdemilan.it,,,,SUCCESSO,200.0
A.B.E. DI ALBERTARIO EMILIO S.R.L.,4888500156.0,151200.0,Milano,Lombardia,www.pelletteriaabe.com,,,,ERRORE,
G.P. SRL,1499740437.0,152020.0,Macerata,Marche,www.gp-srl.it,,,,SUCCESSO,200.0
FORNARI S.R.L. IN LIQUIDAZIONE,317320430.0,152010.0,Macerata,Marche,www.fornarina.it,,,,SUCCESSO,200.0
CONCERIA DEL CHIENTI S.P.A. - IN LIQUIDAZIONE,83220434.0,151100.0,Macerata,Marche,www.ctc.it,,,,TIMEOUT,
DICIOTTOPIU' SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2504140464.0,152010.0,Lucca,Toscana,www.diciottopiu.it,,,,SUCCESSO,200.0
TECNOSUOLE S.R.L. IN LIQUIDAZIONE,3619430758.0,152000.0,Lecce,Puglia,www.tecnosuolesrl.com,,,,ERRORE,
FILANTO S.R.L. IN LIQUIDAZIONE,2084790753.0,152010.0,Lecce,Puglia,www.filanto.it,,,,TIMEOUT,
X BACCO S.R.L - IN LIQUIDAZIONE,1608880447.0,152010.0,Fermo,Marche,www.xbaccoshoes.it,,,,ERRORE,
CATEDIANAGIOTTI S.R.L.,7029830481.0,151209.0,Firenze,Toscana,www.catedianagiotti.it,,,,ERRORE,
CARLOS S.R.L.,5523040482.0,152010.0,Firenze,Toscana,carlos.it,,,,SUCCESSO,200.0
CALZATURIFICIO CARD S.R.L. IN LIQUIDAZIONE,383710696.0,152010.0,Chieti,Abruzzo,www.cardsrl.com,,,,ERRORE,
DAVIDE CORPORATION S.R.L.,3726260619.0,152010.0,Caserta,Campania,www.jpdavid.it,,,,SUCCESSO,200.0
CALZATURIFICIO CO.RAF. SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA CALZATURIFICIO CO.RAF. S.R.L.,2691250613.0,152010.0,Caserta,Campania,www.coraf.it,,,,ERRORE,
GI.PI. - S.R.L.,1779110616.0,152010.0,Caserta,Campania,www.gi-pi.it,,,,SUCCESSO,200.0
BIEMME LICENSING S.R.L.,3289300968.0,152010.0,Bologna,Emilia-Romagna,www.brunomagli.it,,,,TIMEOUT,
LEATHER PLUS S.R.L,2988370645.0,151100.0,Avellino,Campania,www.leatherplus.it,,,,SUCCESSO,200.0
JOY ITALIA S.R.L. SEMPLIFICATA UNIPERSONALE,2845580642.0,151209.0,Avellino,Campania,www.joyitalia.com,,,,SUCCESSO,200.0
"SEVEN STARS GROUP S.P.A., IN LIQUIDAZIONE",2070310640.0,151100.0,Avellino,Campania,www.sevenstars.it,,,,SUCCESSO,200.0
SPLENDORPLAST - S.R.L. IN LIQUIDAZIONE,423970425.0,152020.0,Ancona,Marche,http://www.splendorplast.it,,,,ERRORE,
FRATELLI ROSSETTI S.P.A.,10791930158.0,152010.0,Milano,Lombardia,www.rossetti.it,,,,SUCCESSO,403.0
PROPS SRL,2497290243.0,152010.0,Vicenza,Veneto,www.diesel.com,,,,SUCCESSO,200.0
BROMA S.R.L.,5176800489.0,152010.0,Firenze,Toscana,www.bromasrl.it,,,,SUCCESSO,200.0
ITALIAN LEATHER GROUP S.P.A.,4492910726.0,151100.0,Bari,Puglia,www.italianleathergroup.it,,,,SUCCESSO,200.0
THE CUT PRODUCTION SRL,918790528.0,151100.0,Siena,Toscana,www.thecutproduction.it,,,,SUCCESSO,200.0
SE. AN. SRL,2235370273.0,152010.0,Venezia,Veneto,www.salmasovenezia.it,,,,SUCCESSO,200.0
FABI SPA,1085710430.0,152010.0,Macerata,Marche,www.fabigroup.it,,,,TIMEOUT,
IDNA ITALIA S.R.L.,4033760275.0,151209.0,Venezia,Veneto,calicantoluxurybags.it,,,,SUCCESSO,200.0
ALFA S.R.L.,2533450272.0,152020.0,Venezia,Veneto,www.suolalfa.it,,,,SUCCESSO,200.0
CUOIFICIO TOSCANO S.R.L.,152340501.0,151100.0,Pisa,Toscana,www.toscano.it,,,,SUCCESSO,200.0
THE FLEXX S.P.A.,1375970470.0,152000.0,Pistoia,Toscana,www.theflexx.com,,,,SUCCESSO,200.0
OTTIERRE SOCIETA' A RESPONSABILITA' LIMITATA,2968040796.0,152010.0,Catanzaro,Calabria,www.ottierre.it,,,,SUCCESSO,200.0
ACCESTORIES S.R.L.,4651610265.0,151209.0,Treviso,Veneto,www.carreraaccessori.it,,,,SUCCESSO,200.0
IDEA CALZATURE S.R.L.,7082470720.0,152010.0,Barletta-Andria-Trani,Puglia,www.ideacalzature.it,,,,ERRORE,
EFFEGI S.R.L.,2244580441.0,152010.0,Fermo,Marche,www.effegishoes.it,,,,SUCCESSO,200.0
TASTE SRL,4038300986.0,151209.0,Brescia,Lombardia,www.tastesrl.it,,,,SUCCESSO,200.0
UNEVEN SRL,2840510420.0,152010.0,Ancona,Marche,www.hidnander.com,,,,SUCCESSO,200.0
IDEAL SUOLE S.R.L.,1232110443.0,152020.0,Fermo,Marche,http://www.idealsuole.it,,,,SUCCESSO,200.0
FLEA FASHION HUB SRL,2373450440.0,152010.0,Fermo,Marche,abocca.co,,,,SUCCESSO,200.0
CALZATURIFICI RIUNITI MARCHIGIANI SRL,1092850435.0,151200.0,Macerata,Marche,www.redwoodshoes.it,,,,SUCCESSO,200.0
SAVODA S.R.L.,1272130244.0,151100.0,Roma,Lazio,www.savoda.it,,,,ERRORE,
CHIARA FORMENTINI SRL,2440540447.0,152010.0,Fermo,Marche,www.formentini.it,,,,SUCCESSO,200.0
TRANCERIA VALTENNA SRL,2403630441.0,152020.0,Fermo,Marche,www.tranceriavaltenna.it,,,,SUCCESSO,200.0
NANNINI GROUP S.R.L.,2184850515.0,151209.0,Arezzo,Toscana,nannini.it,,,,SUCCESSO,200.0
C.P.D. S.R.L.,1727440438.0,152010.0,Macerata,Marche,www.2hbdanceshoes.com,,,,SUCCESSO,200.0
CIMICI S.R.L.,1813380449.0,152010.0,Roma,Lazio,www.calzaturificiocimici.it,,,,ERRORE,
NEBULONI EUGENIO SRL,8003140152.0,152010.0,Milano,Lombardia,www.nebulonie.com,,,,SUCCESSO,200.0
IPAK PU S.R.L. IN LIQUIDAZIONE,941910432.0,152010.0,Macerata,Marche,www.ipak.it,,,,SUCCESSO,200.0
CALZATURIFICIO BRENDA - S.R.L.,374550507.0,152000.0,Pisa,Toscana,http://www.brenda.it,,,,SUCCESSO,200.0
C M P - S.R.L.,832940670.0,151209.0,Teramo,Abruzzo,www.cmp-bags.it,,,,SUCCESSO,503.0
CALZATURIFICIO SANGIUSTESE 2A S.R.L.,1528230434.0,152010.0,Macerata,Marche,www.sangiustese2a.it,,,,ERRORE,
SARAH S.R.L.,1442730444.0,152010.0,Fermo,Marche,www.aelleenmode.it,,,,SUCCESSO,200.0
PEVERADAMODA S.R.L,1835500461.0,152010.0,Lucca,Toscana,www.viadelleville.it,,,,SUCCESSO,200.0
VIAMERCANTI - S.R.L.,3823440650.0,152010.0,Salerno,Campania,www.viamercanti.it,,,,SUCCESSO,200.0
SCHOISIR S.R.L.,2969670617.0,152010.0,Napoli,Campania,jeroldwilton.it,,,,SUCCESSO,200.0
ERISAR S.R.L.,1487220434.0,152010.0,Macerata,Marche,www.erikarocchi.it,,,,ERRORE,
PGH S.R.L.,2676040419.0,151209.0,Pesaro Urbino,Marche,www.pieroguidi.it,,,,SUCCESSO,200.0
CALZATURIFICIO TAVARES S.R.L.,3690770619.0,152010.0,Caserta,Campania,www.tavares.it,,,,SUCCESSO,500.0
DE GROUP S.R.L.,6763941215.0,152020.0,Napoli,Campania,www.silveredegroup.com,,,,ERRORE,
G.A.S. GROUP SOCIETA' A RESPONSABILITA' LIMITATA,6951270484.0,151209.0,Firenze,Toscana,www.gasgroupsrl.it,,,,SUCCESSO,200.0
DA.MA. S.R.L.,2302600461.0,152010.0,Lucca,Toscana,www.lartigianaviareggina.it,,,,SUCCESSO,500.0
CENTANNI LAVORAZIONE PELLAMI S.R.L.,1889490445.0,151100.0,Fermo,Marche,www.lavorazionepellamicentanni.it,,,,SUCCESSO,200.0
PIE' PELLETTERIA S.R.L.,5600191216.0,151209.0,Forlì-Cesena,Emilia-Romagna,www.piepelletteria.it,,,,ERRORE,
ISTITUTO ORTOPEDICO PICENO S.R.L.,2098530443.0,152010.0,Ascoli Piceno,Marche,www.ortopediapicenaap.it,,,,SUCCESSO,200.0
PELLETTERIA 2 A S.R.L.,6575710485.0,151209.0,Firenze,Toscana,pelletteria2a.it,,,,SUCCESSO,200.0
CINTURINI DI ARIGNANO SRL,5993670016.0,151209.0,Torino,Piemonte,www.ilcinturino.it,,,,SUCCESSO,200.0
SHOE DESIGN INDUSTRIALISATION - MANUFACTURING S.R.L.,3884711205.0,152010.0,Bologna,Emilia-Romagna,www.danieletentishoes.it,,,,SUCCESSO,200.0
SUOLIFICIO ORMA S.R.L.,5008351214.0,152020.0,Napoli,Campania,www.suolificioormasrl.com,,,,ERRORE,
BARACCHINO LUIGI E C. S.R.L.,436280481.0,152010.0,Firenze,Toscana,www.sax-shoes.com,,,,TIMEOUT,
CALZATURIFICIO B E B SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFI CATA,8673350966.0,152010.0,Milano,Lombardia,www.calzaturificiobeb.com,,,,TIMEOUT,
SUOLIFICIO ADELAIDE S.R.L.,901080432.0,152020.0,Macerata,Marche,www.adelaidesrl.com,,,,ERRORE,
BAGI S.R.L.,4200610279.0,152010.0,Venezia,Veneto,www.vladishoes.it,,,,SUCCESSO,200.0
OFFICINA GENIO S.R.L.,13013451003.0,151209.0,Roma,Lazio,renatoangi.com,,,,SUCCESSO,200.0
SUOLIFICIO TUTTOFONDI S.R.L.,6118571212.0,152020.0,Napoli,Campania,www.suolificiotuttofondi.com,,,,ERRORE,
ATLANTIDE S.R.L.,1554710507.0,152000.0,Pisa,Toscana,www.tacchificio-atlantide.it,,,,SUCCESSO,200.0
SEPAM SHOES BY SERGIO BORRI S.R.L.,344610514.0,152010.0,Arezzo,Toscana,www.sepamshoes.com,,,,SUCCESSO,200.0
STALONI SRL,1706300678.0,151209.0,Teramo,Abruzzo,www.staloni.it,,,,ERRORE,
SELLERIA FERRO S.R.L.,9725341003.0,151209.0,Roma,Lazio,www.selleriaferroshop.it,,,,SUCCESSO,200.0
VIELLE ITALIA S.R.L.,8380621212.0,151209.0,Napoli,Campania,www.vielleitalia.com,,,,ERRORE,
CALZATURIFICIO LORENZO SOCIETA' A RESPONSABILITA' LIMITATA,2390140446.0,152010.0,Fermo,Marche,calzaturificiolorenzo.it,,,,SUCCESSO,200.0
MONAS S.R.L. SEMPLIFICATA,2676390426.0,151209.0,Ancona,Marche,http://www.monas-studio.it,,,,SUCCESSO,503.0
HYMY GROUP SRL,1921610430.0,151209.0,Macerata,Marche,http://hymybag-official.com,,,,ERRORE,
SILV. AN. SRL,1532940622.0,152010.0,Benevento,Campania,www.meccarielloshoes.it,,,,SUCCESSO,200.0
BATACCHI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA CON SOCIO UNICO,6300280481.0,151200.0,Firenze,Toscana,www.outletdelcavallo.com,,,,SUCCESSO,200.0
SUOLIFICIO VENETA SUOLE S.R.L. DI GIULIATO P. & C.,2240220273.0,152020.0,Venezia,Veneto,www.venetasuole.it,,,,ERRORE,
GAIA S.R.L. IN LIQUIDAZIONE,1852260502.0,151100.0,Pisa,Toscana,www.conceriagaia.com,,,,ERRORE,
SIMONE S.R.L.,177270444.0,152010.0,Fermo,Marche,http://www.simonesrl.com,,,,ERRORE,
KAMAMOTO ITALIA - S.R.L.,2449590377.0,152020.0,Bologna,Emilia-Romagna,kamamoto.it,,,,SUCCESSO,200.0
ZINTALA S.R.L.,1453320440.0,152010.0,Fermo,Marche,www.silvanolattanzi.com,,,,SUCCESSO,200.0
S & CO S.R.L.,4645291214.0,152010.0,Napoli,Campania,francescosacco.it,,,,SUCCESSO,200.0
BELFUR S.R.L.,5316920486.0,151209.0,Firenze,Toscana,www.belfur.it,,,,ERRORE,
PANTA REI SOC. COOPERATIVA,7872171215.0,151209.0,Napoli,Campania,www.pelletteriaforino.it,,,,ERRORE,
LA PELLE - MODA S.R.L.,2221950468.0,151209.0,Lucca,Toscana,www.la-pelle.it,,,,SUCCESSO,200.0
CRINTEX SRL,1721070678.0,151209.0,Teramo,Abruzzo,www.crintex-teramo.it,,,,SUCCESSO,200.0
BIEMME S.R.L.,1901250439.0,152010.0,Macerata,Marche,biemme-srl-01901250439.quantofattura.com,,,,SUCCESSO,503.0
LINEA DELFINO S.R.L.,8624380013.0,152010.0,Torino,Piemonte,www.lineadelfino.it,,,,ERRORE,
CANYON SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2309500441.0,152010.0,Fermo,Marche,www.canyon-shoes.business.site,,,,SUCCESSO,404.0
PELLEIN SRL,5709360480.0,151209.0,Firenze,Toscana,studiospherasrl.it,,,,SUCCESSO,503.0
DONNE PELLETTIERE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICAT A,6597150488.0,151209.0,Firenze,Toscana,www.donnepellettiere.it,,,,SUCCESSO,200.0
ALBERT COMPONENTS S.R.L.,1892950435.0,152020.0,Macerata,Marche,www.tacchificioalbert.it,,,,SUCCESSO,503.0
ZANCONATO PELLAMI S.R.L. - SOCIETA' UNIPERSONALE,406440248.0,151100.0,Vicenza,Veneto,www.zanconato.it,,,,SUCCESSO,200.0
SPEA PELLETTERIE S.R.L.,4134890963.0,151200.0,Milano,Lombardia,www.sirrondos.com,,,,ERRORE,
S.P.G. SRL,1555250297.0,152010.0,Rovigo,Veneto,www.spgsrl2017.it,,,,ERRORE,
B&H SHOES SRL,2022250449.0,152010.0,Fermo,Marche,shop.bhshoes.it,,,,ERRORE,
ACL - ARTIGIANI CALZATURIERI S.R.L. - IN SIGLA ED IN BREVE ACL S RL,2385650789.0,152010.0,Napoli,Campania,http://www.detommaso.it,,,,SUCCESSO,200.0
I.G.M. ITALIAN GLOBAL MAKERS S.R.L.,3256200365.0,151100.0,Modena,Emilia-Romagna,www.igm-srl.it,,,,SUCCESSO,503.0
ZAMPONI MODA SRL,929770436.0,151200.0,Macerata,Marche,zamponi.moda,,,,SUCCESSO,200.0
CERBERO S.R.L.,6750291210.0,152010.0,Napoli,Campania,www.cerberoshoes.it,,,,SUCCESSO,200.0
GREGAL S.R.L.,5095000963.0,151200.0,Milano,Lombardia,www.gregal.it,,,,ERRORE,
BAIRON S.R.L.,12539001003.0,152010.0,Firenze,Toscana,www.mariobemer.com,,,,SUCCESSO,200.0
MIA UP S.R.L.,11522740015.0,151209.0,Torino,Piemonte,www.mialuis.it,,,,SUCCESSO,200.0
STYLE & CONSULENCE SRL,2100130448.0,152010.0,Fermo,Marche,www.styleconsulance.it,,,,ERRORE,
CALZATURIFICIO EFFENNE S.R.L.,2080730514.0,152000.0,Arezzo,Toscana,www.semilla.it,,,,ERRORE,
JOHMAR S.R.L.S. - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICAT SEMPLIFICATA,4814330751.0,152010.0,Lecce,Puglia,johmarshoes.com,,,,SUCCESSO,200.0
BYCREA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,9073750961.0,151209.0,Milano,Lombardia,www.bycrea.it,,,,ERRORE,
CONCERIA BRASIL S.R.L.,2088840505.0,151100.0,Pisa,Toscana,www.conceriabrasil.it,,,,ERRORE,
GLOBALLY ACCESSORY S.R.L.,6940180489.0,151209.0,Firenze,Toscana,www.popbag.it,,,,ERRORE,
ALFRA SRL,2609250697.0,152020.0,Chieti,Abruzzo,www.alfrashoes.com,,,,SUCCESSO,200.0
CAPRI BIJOUX S.R.L.,7826711215.0,152010.0,Napoli,Campania,www.sandalipositano.salerno.it,,,,ERRORE,
CINTURIFICIO LBN S.R.L. UNIPERSONALE,4730241215.0,151200.0,Napoli,Campania,cinturificiolbn.it,,,,SUCCESSO,200.0
CALZATURIFICIO ESTEBAN S.R.L.,3820671216.0,152010.0,Napoli,Campania,http://www.calzaturificioesteban.it,,,,ERRORE,
LATITUDE FEMME S.R.L. - IN LIQUIDAZIONE -,1549170502.0,152010.0,Pisa,Toscana,http://www.latitudefemme.it,,,,ERRORE,
DE.CE.PLAST S.R.L.,2576090613.0,152020.0,Caserta,Campania,www.deceplast.it,,,,ERRORE,
EUROFLEX ITALIA S.R.L.S.,1991010677.0,151209.0,Teramo,Abruzzo,www.vandadangeli.com,,,,ERRORE,
CALZATURIFICIO AISSELA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,9129281219.0,152010.0,Napoli,Campania,aisselashoes.it,,,,SUCCESSO,200.0
WIEVA S.R.L.,9339371214.0,152010.0,Napoli,Campania,shoeslabproject.com,,,,SUCCESSO,200.0
ZABATTIGLI S.R.L.,6678861219.0,152010.0,Napoli,Campania,www.zabattigli.com,,,,TIMEOUT,
PARADISO1986 SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,14599371003.0,151209.0,Roma,Lazio,www.paradiso1986.com,,,,SUCCESSO,200.0
ROYALEATHER S.R.L.,1905420509.0,151100.0,Pisa,Toscana,www.royaleather.it,,,,SUCCESSO,200.0
GASPCOM S.R.L.,1010040671.0,151209.0,Teramo,Abruzzo,www.stefanomano.it,,,,SUCCESSO,200.0
TECNOPLAST S.R.L.,1798180442.0,152020.0,Fermo,Marche,www.tacchificiotecnoplast.it,,,,SUCCESSO,200.0
ECO FASHION GROUP - SOCIETA' COOPERATIVA,6265700820.0,151209.0,Palermo,Sicilia,it.federicoprice.com,,,,ERRORE,
RO.MA. S.R.L.,1837690443.0,152010.0,Fermo,Marche,www.calzatureroma.it,,,,ERRORE,
