Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website
CUOIFICIO TOSCANO S.R.L.,00152340501,151100,Pisa,Toscana,www.toscano.it
THE FLEXX S.P.A.,01375970470,152000,Pistoia,Toscana,www.theflexx.com
OTTIERRE SOCIETA' A RESPONSABILITA' LIMITATA,02968040796,152010,Catanzaro,Calabria,www.ottierre.it
ACCESTORIES S.R.L.,04651610265,151209,Treviso,Veneto,www.carreraaccessori.it
IDEA CALZATURE S.R.L.,07082470720,152010,Barletta-Andria-Trani,Puglia,www.ideacalzature.it
EFFEGI S.R.L.,02244580441,152010,Fermo,Marche,www.effegishoes.it
TASTE SRL,04038300986,151209,Brescia,Lombardia,www.tastesrl.it
UNEVEN SRL,02840510420,152010,Ancona,Marche,www.hidnander.com
IDEAL SUOLE S.R.L.,01232110443,152020,Fermo,Marche,http://www.idealsuole.it
FLEA FASHION HUB SRL,02373450440,152010,Fermo,Marche,abocca.co
CALZATURIFICI RIUNITI MARCHIGIANI SRL,01092850435,151200,Macerata,Marche,www.redwoodshoes.it
SAVODA S.R.L.,01272130244,151100,Roma,Lazio,www.savoda.it
CHIARA FORMENTINI SRL,02440540447,152010,Fermo,Marche,www.formentini.it
TRANCERIA VALTENNA SRL,02403630441,152020,Fermo,Marche,www.tranceriavaltenna.it
NANNINI GROUP S.R.L.,02184850515,151209,Arezzo,Toscana,nannini.it
C.P.D. S.R.L.,01727440438,152010,Macerata,Marche,www.2hbdanceshoes.com
CIMICI S.R.L.,01813380449,152010,Roma,Lazio,www.calzaturificiocimici.it
NEBULONI EUGENIO SRL,08003140152,152010,Milano,Lombardia,www.nebulonie.com
IPAK PU S.R.L. IN LIQUIDAZIONE,00941910432,152010,Macerata,Marche,www.ipak.it
CALZATURIFICIO BRENDA - S.R.L.,00374550507,152000,Pisa,Toscana,http://www.brenda.it
C M P - S.R.L.,00832940670,151209,Teramo,Abruzzo,www.cmp-bags.it
CALZATURIFICIO SANGIUSTESE 2A S.R.L.,01528230434,152010,Macerata,Marche,www.sangiustese2a.it
SARAH S.R.L.,01442730444,152010,Fermo,Marche,www.aelleenmode.it
PEVERADAMODA S.R.L,01835500461,152010,Lucca,Toscana,www.viadelleville.it
VIAMERCANTI - S.R.L.,03823440650,152010,Salerno,Campania,www.viamercanti.it
SCHOISIR S.R.L.,02969670617,152010,Napoli,Campania,jeroldwilton.it
ERISAR S.R.L.,01487220434,152010,Macerata,Marche,www.erikarocchi.it
PGH S.R.L.,02676040419,151209,Pesaro Urbino,Marche,www.pieroguidi.it
CALZATURIFICIO TAVARES S.R.L.,03690770619,152010,Caserta,Campania,www.tavares.it
DE GROUP S.R.L.,06763941215,152020,Napoli,Campania,www.silveredegroup.com
G.A.S. GROUP SOCIETA' A RESPONSABILITA' LIMITATA,06951270484,151209,Firenze,Toscana,www.gasgroupsrl.it
DA.MA. S.R.L.,02302600461,152010,Lucca,Toscana,www.lartigianaviareggina.it
CENTANNI LAVORAZIONE PELLAMI S.R.L.,01889490445,151100,Fermo,Marche,www.lavorazionepellamicentanni.it
PIE' PELLETTERIA S.R.L.,05600191216,151209,Forlì-Cesena,Emilia-Romagna,www.piepelletteria.it
ISTITUTO ORTOPEDICO PICENO S.R.L.,02098530443,152010,Ascoli Piceno,Marche,www.ortopediapicenaap.it
PELLETTERIA 2 A S.R.L.,06575710485,151209,Firenze,Toscana,pelletteria2a.it
CINTURINI DI ARIGNANO SRL,05993670016,151209,Torino,Piemonte,www.ilcinturino.it
SHOE DESIGN INDUSTRIALISATION - MANUFACTURING S.R.L.,03884711205,152010,Bologna,Emilia-Romagna,www.danieletentishoes.it
SUOLIFICIO ORMA S.R.L.,05008351214,152020,Napoli,Campania,www.suolificioormasrl.com
BARACCHINO LUIGI E C. S.R.L.,00436280481,152010,Firenze,Toscana,www.sax-shoes.com
CALZATURIFICIO B E B SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFI CATA,08673350966,152010,Milano,Lombardia,www.calzaturificiobeb.com
SUOLIFICIO ADELAIDE S.R.L.,00901080432,152020,Macerata,Marche,www.adelaidesrl.com
BAGI S.R.L.,04200610279,152010,Venezia,Veneto,www.vladishoes.it
OFFICINA GENIO S.R.L.,13013451003,151209,Roma,Lazio,renatoangi.com
SUOLIFICIO TUTTOFONDI S.R.L.,06118571212,152020,Napoli,Campania,www.suolificiotuttofondi.com
ATLANTIDE S.R.L.,01554710507,152000,Pisa,Toscana,www.tacchificio-atlantide.it
SEPAM SHOES BY SERGIO BORRI S.R.L.,00344610514,152010,Arezzo,Toscana,www.sepamshoes.com
STALONI SRL,01706300678,151209,Teramo,Abruzzo,www.staloni.it
SELLERIA FERRO S.R.L.,09725341003,151209,Roma,Lazio,www.selleriaferroshop.it
VIELLE ITALIA S.R.L.,08380621212,151209,Napoli,Campania,www.vielleitalia.com
CALZATURIFICIO LORENZO SOCIETA' A RESPONSABILITA' LIMITATA,02390140446,152010,Fermo,Marche,calzaturificiolorenzo.it
MONAS S.R.L. SEMPLIFICATA,02676390426,151209,Ancona,Marche,http://www.monas-studio.it
HYMY GROUP SRL,01921610430,151209,Macerata,Marche,http://hymybag-official.com
SILV. AN. SRL,01532940622,152010,Benevento,Campania,www.meccarielloshoes.it
BATACCHI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA CON SOCIO UNICO,06300280481,151200,Firenze,Toscana,www.outletdelcavallo.com
SUOLIFICIO VENETA SUOLE S.R.L. DI GIULIATO P. & C.,02240220273,152020,Venezia,Veneto,www.venetasuole.it
GAIA S.R.L. IN LIQUIDAZIONE,01852260502,151100,Pisa,Toscana,www.conceriagaia.com
SIMONE S.R.L.,00177270444,152010,Fermo,Marche,http://www.simonesrl.com
KAMAMOTO ITALIA - S.R.L.,02449590377,152020,Bologna,Emilia-Romagna,kamamoto.it
ZINTALA S.R.L.,01453320440,152010,Fermo,Marche,www.silvanolattanzi.com
S & CO S.R.L.,04645291214,152010,Napoli,Campania,francescosacco.it
BELFUR S.R.L.,05316920486,151209,Firenze,Toscana,www.belfur.it
PANTA REI SOC. COOPERATIVA,07872171215,151209,Napoli,Campania,www.pelletteriaforino.it
LA PELLE - MODA S.R.L.,02221950468,151209,Lucca,Toscana,www.la-pelle.it
CRINTEX SRL,01721070678,151209,Teramo,Abruzzo,www.crintex-teramo.it
BIEMME S.R.L.,01901250439,152010,Macerata,Marche,biemme-srl-01901250439.quantofattura.com
LINEA DELFINO S.R.L.,08624380013,152010,Torino,Piemonte,www.lineadelfino.it
CANYON SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,02309500441,152010,Fermo,Marche,www.canyon-shoes.business.site
PELLEIN SRL,05709360480,151209,Firenze,Toscana,studiospherasrl.it
DONNE PELLETTIERE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICAT A,06597150488,151209,Firenze,Toscana,www.donnepellettiere.it
ALBERT COMPONENTS S.R.L.,01892950435,152020,Macerata,Marche,www.tacchificioalbert.it
ZANCONATO PELLAMI S.R.L. - SOCIETA' UNIPERSONALE,00406440248,151100,Vicenza,Veneto,www.zanconato.it
SPEA PELLETTERIE S.R.L.,04134890963,151200,Milano,Lombardia,www.sirrondos.com
S.P.G. SRL,01555250297,152010,Rovigo,Veneto,www.spgsrl2017.it
B&H SHOES SRL,02022250449,152010,Fermo,Marche,shop.bhshoes.it
ACL - ARTIGIANI CALZATURIERI S.R.L. - IN SIGLA ED IN BREVE ACL S RL,02385650789,152010,Napoli,Campania,http://www.detommaso.it
I.G.M. ITALIAN GLOBAL MAKERS S.R.L.,03256200365,151100,Modena,Emilia-Romagna,www.igm-srl.it
ZAMPONI MODA SRL,00929770436,151200,Macerata,Marche,zamponi.moda
CERBERO S.R.L.,06750291210,152010,Napoli,Campania,www.cerberoshoes.it
GREGAL S.R.L.,05095000963,151200,Milano,Lombardia,www.gregal.it
BAIRON S.R.L.,12539001003,152010,Firenze,Toscana,www.mariobemer.com
MIA UP S.R.L.,11522740015,151209,Torino,Piemonte,www.mialuis.it
STYLE & CONSULENCE SRL,02100130448,152010,Fermo,Marche,www.styleconsulance.it
CALZATURIFICIO EFFENNE S.R.L.,02080730514,152000,Arezzo,Toscana,www.semilla.it
JOHMAR S.R.L.S. - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICAT SEMPLIFICATA,04814330751,152010,Lecce,Puglia,johmarshoes.com
BYCREA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,09073750961,151209,Milano,Lombardia,www.bycrea.it
CONCERIA BRASIL S.R.L.,02088840505,151100,Pisa,Toscana,www.conceriabrasil.it
GLOBALLY ACCESSORY S.R.L.,06940180489,151209,Firenze,Toscana,www.popbag.it
ALFRA SRL,02609250697,152020,Chieti,Abruzzo,www.alfrashoes.com
CAPRI BIJOUX S.R.L.,07826711215,152010,Napoli,Campania,www.sandalipositano.salerno.it
CINTURIFICIO LBN S.R.L. UNIPERSONALE,04730241215,151200,Napoli,Campania,cinturificiolbn.it
CALZATURIFICIO ESTEBAN S.R.L.,03820671216,152010,Napoli,Campania,http://www.calzaturificioesteban.it
LATITUDE FEMME S.R.L. - IN LIQUIDAZIONE -,01549170502,152010,Pisa,Toscana,http://www.latitudefemme.it
DE.CE.PLAST S.R.L.,02576090613,152020,Caserta,Campania,www.deceplast.it
EUROFLEX ITALIA S.R.L.S.,01991010677,151209,Teramo,Abruzzo,www.vandadangeli.com
CALZATURIFICIO AISSELA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,09129281219,152010,Napoli,Campania,aisselashoes.it
WIEVA S.R.L.,09339371214,152010,Napoli,Campania,shoeslabproject.com
ZABATTIGLI S.R.L.,06678861219,152010,Napoli,Campania,www.zabattigli.com
PARADISO1986 SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,14599371003,151209,Roma,Lazio,www.paradiso1986.com
ROYALEATHER S.R.L.,01905420509,151100,Pisa,Toscana,www.royaleather.it
GASPCOM S.R.L.,01010040671,151209,Teramo,Abruzzo,www.stefanomano.it
TECNOPLAST S.R.L.,01798180442,152020,Fermo,Marche,www.tacchificiotecnoplast.it
ECO FASHION GROUP - SOCIETA' COOPERATIVA,06265700820,151209,Palermo,Sicilia,it.federicoprice.com
RO.MA. S.R.L.,01837690443,152010,Fermo,Marche,www.calzatureroma.it
TRIUNFO DANCE ITALIA S.R.L.,03652160619,152010,Caserta,Campania,www.tendanse.it
20S ITALIA S.R.L.,04151990241,151209,Vicenza,Veneto,20s-italia-srl-04151990241.quantofattura.com
PELLETTERIE MANNA S.R.L.S. UNIPERSONALE,02882910645,151209,Avellino,Campania,www.mannabag.it
IXOS S.R.L.,01578370445,152010,Fermo,Marche,www.ixosshoes.com
MIRAPEL S.R.L.,02322790441,151209,Fermo,Marche,www.gorbinipelle.it
IZZO PELLI S.R.L.,00730410628,151100,Benevento,Campania,www.izzopelli.com
RUGGERI E LUCIANI S.R.L.,00963770433,151200,Macerata,Marche,www.rl22.com
M&M S.R.L.,01730950431,152020,Macerata,Marche,www.memplastiche.it
DIVINA S.R.L.,01662670643,151100,Avellino,Campania,www.conceriavignola.it
BORSARTE ITALIA S.R.L.,00839330941,151209,Isernia,Molise,borsarte.com
PRIMA LINEA DESIGN S.R.L.,03873651214,151209,Napoli,Campania,www.ingrossopelletteria.it
ITALFUSSBETT S.R.L.,01640210439,152010,Macerata,Marche,www.italfussbett.it
CHANCE S.R.L.,01704840675,151209,Teramo,Abruzzo,www.pelletteriachance.com
F.LLI DEL PIANO S.R.L.,07617600635,152000,Caserta,Campania,yoditalia.it
PIERO ZAMAGNI S.R.L.,04180650402,152010,Forlì-Cesena,Emilia-Romagna,www.calzaturezamagni.it
SAINT ANTHONY - SOCIETA' A RESPONSABILITA' LIMITATA,02845590641,151209,Milano,Lombardia,www.saintanthony.it
ROBERTO CASACCIA PELLETTERIE S.R.L.,00113410427,151200,Ancona,Marche,www.casacciapelletterie.com
BRAINTROPY SRL,04908620281,151209,Padova,Veneto,www.braintropy.it
INTESA 31 SOCIETA' A RESPONSABILITA' LIMITATA,01973210675,152010,Teramo,Abruzzo,www.nogs.it
NONSOLOCUOIO S.R.L.,01176260527,151209,Siena,Toscana,www.nonsolocuoio.com
STILE VANE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,02741820423,152010,Ancona,Marche,www.amarilli.biz
MANDOCH S.R.L.,01777070440,152010,Fermo,Marche,www.marcantonigiuseppe.it
IDEA S.R.L.,02672120694,151209,Chieti,Abruzzo,xxcrossconcept.com
SENSO CREATIVO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04716700267,151209,Treviso,Veneto,sensocreativo.net
NOWADAYS S.R.L. SEMPLIFICATA,02230520443,152010,Fermo,Marche,www.iowaboots.it
LUX LEATHER SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,03043910649,151100,Avellino,Campania,www.luxbrand.it
MADE IN SICILY SHOP - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,05577990871,152010,Catania,Sicilia,www.lucianacavalli.it
PELLETTERIA L'EUROPEA S.R.L.,00764460671,151209,Teramo,Abruzzo,www.capoverso.eu
TOOITALY S.R.L.,01554720555,151209,Terni,Umbria,www.tooitaly.it
MAT-RAS BAGS S.R.L.,00760260679,151200,Teramo,Abruzzo,www.matrasbags.it
AMELIA LINE SHOES S.R.L.,04288790241,152010,Vicenza,Veneto,amelialineshoes.com
MADE IN SUD SALENTO SOCIETA' COOPERATIVA,04707290757,152020,Lecce,Puglia,madeinsudsalento.it
MELANIA COMPANY S.R.L.,02051140446,152010,Fermo,Marche,www.melania.it
FRANCO GIAZZI S.R.L.,10137390968,151209,Milano,Lombardia,www.francogiazzi.com
PLASTCROM - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,02391680440,152020,Fermo,Marche,www.fabiozama.it
ARTIGIANA ZETABELT S.R.L.,02512850799,151200,Catanzaro,Calabria,www.zacconeaccessori.com
LEATHER STUDIO DESIGN S.R.L.,02223110509,151209,Pisa,Toscana,www.tileelit.it
ATD S.R.L.,10132570960,151209,Milano,Lombardia,atdsupply.com
STARLIGHT 90 S.R.L.,02422030243,151209,Vicenza,Veneto,www.nuti.com
CONINTECOM SRL,02662840426,152010,Ancona,Marche,conintecom.com
ROSENBERG SRL,10130470155,151209,Milano,Lombardia,www.rosenbergmilano.it
RECIRCLED S.R.L.,02508600976,152010,Prato,Toscana,recircled.com
METALFASHION S.R.L.,00752360164,152010,Bergamo,Lombardia,www.studswar.com
KREATIVI 1803 S.R.L.,04324170242,152010,Vicenza,Veneto,www.iysi.it
CARPAN S.R.L.,01991950617,152010,Caserta,Campania,www.carpan.com
FULVIA BAGS S.R.L.,12596141007,151209,Roma,Lazio,www.federicaberardelli.com
ESPADA S.R.L.,02368510505,151100,Pisa,Toscana,www.espadasrl.it
MIA S.R.L.,02084720560,151209,Viterbo,Lazio,www.francescaevangelista.it
ALESSANDRO PIACENTINI S.R.L.,02253420463,152010,Lucca,Toscana,www.alessandropiacentini.it
GENESI 3 SRL,01895270435,151209,Macerata,Marche,de.piccologiocondo.com
EMOZIONI IN LIBERTA' CONFEZIONI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04865050753,151209,Lecce,Puglia,www.emozioniinliberta.com
CONCERIA TRE GAZZELLE S.R.L. IN LIQUIDAZIONE,00115490500,151100,Pisa,Toscana,http://www.tregazzelle.com
BE INITIA SRL,10984540962,151209,Milano,Lombardia,www.be-initia.com
YUMAN S.R.L.,03656320409,151209,Bologna,Emilia-Romagna,www.yuman.it
MAISON BAG SRL,01854470497,151209,Livorno,Toscana,www.maisonbag.com
TECHNOSTIV S.R.L.,02139030692,152010,Chieti,Abruzzo,calzature.offertetopabruzzo.it
ATLAS S.R.L. IN LIQUIDAZIONE,01165060508,152020,Pisa,Toscana,www.atlassolesfactory.it
CONCERIA BOMAR S.P.A. IN LIQUIDAZIONE,00144950508,151100,Pisa,Toscana,www.bomar-spa.com
EFIS SRL,04323800278,151209,Padova,Veneto,www.deglupta.it
F.LLI SANTANGELO S.R.L.,12789260150,151100,Milano,Lombardia,www.santangelobags.com
STILE UNICO S.R.L.,04942530231,152010,Verona,Veneto,stile-unico.myopen2b.com
BETTANIN & VENTURI S.R.L.,04683620233,152010,Verona,Veneto,www.bettaninshoes.com
THIMECO S.R.L.,04445300249,151100,Vicenza,Veneto,www.thimeco.it
GATTO D'ORO ITALIA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04026850240,152010,Vicenza,Veneto,www.gattodoro.it
CLIC LEATHER SRL,03727220240,151100,Vicenza,Veneto,www.clicleather.it
EMMEPI VENEZIA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04805140276,152020,Venezia,Veneto,www.solettificioemmepi.it
BARBATO SRL,04784860274,152010,Venezia,Veneto,www.antoniobarbato.store
MASTRO SEGALIN SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04662950270,152010,Venezia,Veneto,www.mastrosegalin.it
DEGLUPTA SRL,04655540278,151209,Venezia,Veneto,www.deglupta.it
HI-VENICE PELLE DI MARE MANUFACTURING COMPANY S.R.L.,04180590277,151209,Venezia,Veneto,www.pelledimare.com
PENAZZATO UBALDINO & C. S.R.L.,04157450273,152020,Venezia,Veneto,www.cambraturapenazzato.com
MONDEOX SRL,05424420262,152010,Treviso,Veneto,lytosoutlet.it
REVEXS S.R.L.,08646761216,152010,Treviso,Veneto,www.stabylah.it
GIAC & POL S.R.L.,04348070261,152010,Treviso,Veneto,www.giacandpol.com
ARTE IN BORSE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,11794330016,151209,Torino,Piemonte,www.arteinborse.it
DAVIICLE SRL,01571040524,151209,Siena,Toscana,www.daviicle.com
GRANATA SELLERIA - SOCIETA' A RESPONSABILITA' LIMITATA,01521311009,151200,Roma,Lazio,selleriagranata.it
MONYA GRANA S.R.L.,01537260885,151209,Ragusa,Sicilia,www.monyagrana.com
CAMMINARE BENE SRL,02966840353,152010,Reggio nell'Emilia,Emilia-Romagna,www.camminarebene.it
TRE - G S.R.L.,02708180183,151209,Pavia,Lombardia,www.tre-g-snc.it
BELLEMARIE MILANO ITALIA S.R.L. DETTA ANCHE BMI S.R.L. DETTA ANCHE BIEMAI S.R.L.,02642670182,151209,Pavia,Lombardia,www.bellemarie.it
CALZATURIFICIO DI VIGEVANO SRL,01304760182,152000,Pavia,Lombardia,http://www.divigevano.com
TACCHIFICIO DAMA S.R.L.,02456420500,152020,Pisa,Toscana,www.tacchificiodama.it
INDUSTRIA CALZATURIERA MARROS S.R.L. IN LIQUIDAZIONE,04998640488,152010,Pisa,Toscana,www.tremp.it
SOCIETE' DES CHAUSSURES SEDUCTA CHARLES JOURDAN ET FILS,,152000,,,charlesjourdan.com
MY BAG S.R.L.,04945470286,151209,Padova,Veneto,my-bagsrl.onweb.it
M.C.N. MANIFATTURA CALZATURE NAPOLETANE S.R.L.,10057861212,152010,Napoli,Campania,www.ferrante1875.com
EMERALD S.R.L,09238381215,152010,Napoli,Campania,switchitstyle.com
PRODUCTION BAGS SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,08298351217,151209,Napoli,Campania,www.barattolorappresentanze.it
FEBE S.R.L.,07761371215,151209,Napoli,Campania,www.paolo-rinaldi.com
BORSETTIFICIO SCANU MADDALENA S.R.L.,05633221212,151209,Napoli,Campania,www.scanumaddalena.com
GIOSA S.R.L.,08910100968,151209,Milano,Lombardia,giosamilano.com
ANI' ANI' S.R.L.,05784530965,151209,Milano,Lombardia,www.aniani.it
ZECCHINO D'ORO GROUP SRL,02109450433,152010,Macerata,Marche,www.zecchinodoro.it
LONG SRL,07920120966,151209,Monza e della Brianza,Lombardia,www.longsrl.it
ALEMA S.R.L.,02651450468,152010,Lucca,Toscana,www.caprisandali.com
SERENA CECCHINI DESIGN S.R.L.,02371560463,151209,Lucca,Toscana,www.serenacecchinidesign.com
AURORA DI SPECCHIA S.R.L.,05275240751,152010,Lecce,Puglia,auroradispecchia.com
TIP TAP FACTORY S.R.L.,02519720441,152010,Fermo,Marche,www.dlsport.it
CLONES S.R.L.,02501000448,152020,Fermo,Marche,www.clonessrl.com
FASTEMA S.R.L.,02356870440,152010,Fermo,Marche,www.aldobrue.com
CLEF SRL,00481760445,152010,Fermo,Marche,www.ciaobimbi.it
MANIFATTURA ITALIANA PELLETTERIE SOCIETA' A RESPONSABILITA' LIMIT ATA SEMPLIFICATA,07229820480,151209,Firenze,Toscana,www.oldangler.com
SPACCATRICE CAPPIANO SRL,01964720500,151100,Firenze,Toscana,www.albagroup.it
SA.GI. S.R.L.,02085700785,152000,Cosenza,Calabria,www.sagicalzature.it
AMO S.R.L.,04072021209,151209,Bologna,Emilia-Romagna,www.amo-bag.com
MADE FOR YOU S.R.L.,03652771209,152010,Bologna,Emilia-Romagna,www.faceshoes.it
RETE PELLI MEDITERRANEO,01821080627,151100,Benevento,Campania,www.izzopelli.com
PHOENIX SOCIETA' A RESPONSABILITA' LIMITATA,08836210727,152010,Barletta-Andria-Trani,Puglia,www.zeusandals.it
TRANCERIA DIMONTE'S SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFIC ATA,08228440726,152020,Barletta-Andria-Trani,Puglia,www.tranceriadimontes.it
MANIFATTURE CONCIARIE SRL,02928580642,151100,Avellino,Campania,www.manifattureconciarie.it
D.G. LEATHER INTERNATIONAL S.R.L.,01809940644,151100,Avellino,Campania,www.dgleather.it
"HAMANA S.R.L., IN LIQUIDAZIONE",01705020640,151100,Avellino,Campania,www.hamana.it
